12:12:00 system           | rule-engine started (pid=24242)
12:15:48 telegram-adapter | [2022-11-10 12:15:48.097] [DEBUG]: Created ReceivedMessage 211
12:15:48 telegram-adapter | [2022-11-10 12:15:48.099] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-telegram-received-message-event>: b'{"id": "s3qttTE2", "timestamp": "2022-11-10T12:15:48.098991Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramReceivedMessage", "messageId": "211", "firstName": "Farafrfljo", "lastName": null, "chatId": "5733149430", "receivedAt": "2022-11-10T12:15:48.000000Z", "text": "he lead revolution and then was emperor that doesnt make sense", "location": null, "mediaList": null, "mediaGroupId": null, "replyToMessageId": null, "rawData": {"message": {"delete_chat_photo": false, "date": 1668082548, "chat": {"id": 5733149430, "type": "private", "first_name": "Farafrfljo"}, "caption_entities": [], "supergroup_chat_created": false, "photo": [], "new_chat_members": [], "channel_chat_created": false, "text": "he lead revolution and then was emperor that doesnt make sense", "new_chat_photo": [], "group_chat_created": false, "message_id": 211, "entities": [], "from": {"language_code": "hr", "first_name": "Farafrfljo", "id": 5733149430, "is_bot": false}}, "update_id": 862158539}}'
12:15:48 rule-engine      | [2022-11-10 12:15:48.117] [DEBUG]: Received message: '{"id": "s3qttTE2", "timestamp": "2022-11-10T12:15:48.098991Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramReceivedMessage", "messageId": "211", "firstName": "Farafrfljo", "lastName": null, "chatId": "5733149430", "receivedAt": "2022-11-10T12:15:48.000000Z", "text": "he lead revolution and then was emperor that doesnt make sense", "location": null, "mediaList": null, "mediaGroupId": null, "replyToMessageId": null, "rawData": {"message": {"delete_chat_photo": false, "date": 1668082548, "chat": {"id": 5733149430, "type": "private", "first_name": "Farafrfljo"}, "caption_entities": [], "supergroup_chat_created": false, "photo": [], "new_chat_members": [], "channel_chat_created": false, "text": "he lead revolution and then was emperor that doesnt make sense", "new_chat_photo": [], "group_chat_created": false, "message_id": 211, "entities": [], "from": {"language_code": "hr", "first_name": "Farafrfljo", "id": 5733149430, "is_bot": false}}, "update_id": 862158539}}
12:15:48 rule-engine      | [2022-11-10 12:15:48.135] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-rule-engine-input>: {"id":"BDWG1fiu","timestamp":"2022-11-10T12:15:48.135039Z","signalType":"MESSAGE","from":"rule_engine","messageType":"EvaluateWithSignals","to":"rule_engine","returnAddress":"public/default/workspace-ms-ivo-app-rule-engine-input","agentId":"yYlKULq0","signals":{"signals":[{"id":"s3qttTE2","timestamp":"2022-11-10T12:15:48.098991Z","signalType":"EVENT","from":"telegram_adapter","eventType":"TelegramReceivedMessage","messageId":"211","firstName":"Farafrfljo","lastName":null,"chatId":"5733149430","receivedAt":"2022-11-10T12:15:48.000000Z","text":"he lead revolution and then was emperor that doesnt make sense","location":null,"mediaList":null,"mediaGroupId":null,"replyToMessageId":null,"rawData":{"message":{"delete_chat_photo":false,"date":1668082548,"chat":{"id":5733149430,"type":"private","first_name":"Farafrfljo"},"caption_entities":[],"supergroup_chat_created":false,"photo":[],"new_chat_members":[],"channel_chat_created":false,"text":"he lead revolution and then was emperor that doesnt make sense","new_chat_photo":[],"group_chat_created":false,"message_id":211,"entities":[],"from":{"language_code":"hr","first_name":"Farafrfljo","id":5733149430,"is_bot":false}},"update_id":862158539}}]}}
12:15:48 rule-engine      | [2022-11-10 12:15:48.147] [DEBUG]: Received message: '{"id":"BDWG1fiu","timestamp":"2022-11-10T12:15:48.135039Z","signalType":"MESSAGE","from":"rule_engine","messageType":"EvaluateWithSignals","to":"rule_engine","returnAddress":"public/default/workspace-ms-ivo-app-rule-engine-input","agentId":"yYlKULq0","signals":{"signals":[{"id":"s3qttTE2","timestamp":"2022-11-10T12:15:48.098991Z","signalType":"EVENT","from":"telegram_adapter","eventType":"TelegramReceivedMessage","messageId":"211","firstName":"Farafrfljo","lastName":null,"chatId":"5733149430","receivedAt":"2022-11-10T12:15:48.000000Z","text":"he lead revolution and then was emperor that doesnt make sense","location":null,"mediaList":null,"mediaGroupId":null,"replyToMessageId":null,"rawData":{"message":{"delete_chat_photo":false,"date":1668082548,"chat":{"id":5733149430,"type":"private","first_name":"Farafrfljo"},"caption_entities":[],"supergroup_chat_created":false,"photo":[],"new_chat_members":[],"channel_chat_created":false,"text":"he lead revolution and then was emperor that doesnt make sense","new_chat_photo":[],"group_chat_created":false,"message_id":211,"entities":[],"from":{"language_code":"hr","first_name":"Farafrfljo","id":5733149430,"is_bot":false}},"update_id":862158539}}]}}
12:15:48 rule-engine      | [2022-11-10 12:15:48.152] [DEBUG]: Evaluating agent yYlKULq0
12:15:48 rule-engine      | [2022-11-10 12:15:48.157] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:15:48 rule-engine      | [2022-11-10 12:15:48.160] [DEBUG]: Adding signals: [(TelegramReceivedMessage(messageId=211, firstName=Farafrfljo, lastName=null, chatId=5733149430, receivedAt=2022-11-10T12:15:48, text=he lead revolution and then was emperor that doesnt make sense, location=null, mediaList=null, mediaGroupId=null, replyToMessageId=null, rawData={"message":{"delete_chat_photo":false,"date":1668082548,"chat":{"id":5733149430,"type":"private","first_name":"Farafrfljo"},"caption_entities":[],"supergroup_chat_created":false,"photo":[],"new_chat_members":[],"channel_chat_created":false,"text":"he lead revolution and then was emperor that doesnt make sense","new_chat_photo":[],"group_chat_created":false,"message_id":211,"entities":[],"from":{"language_code":"hr","first_name":"Farafrfljo","id":5733149430,"is_bot":false}},"update_id":862158539}),signals)]
12:15:48 rule-engine      | [2022-11-10 12:15:48.162] [INFO]: Prompt for GPT-3:
12:15:48 rule-engine      | You are an all-knowing rock talking to an old man. Answer the old man's questions in a deep and profound way.
12:15:48 rule-engine      | Old man: How old was Napoleon when he died?
12:15:48 rule-engine      | Rock: Napoleon died at the age of 51.
12:15:48 rule-engine      | Old man: Where did he died?
12:15:48 rule-engine      | Rock: Napoleon died in exile on the island of St. Helena.
12:15:48 rule-engine      | Old man: Why is he famous
12:15:48 rule-engine      | Rock: Napoleon was one of the most famous and influential military leaders in history. He was responsible for many key victories during the French Revolution and Napoleonic Wars, and he eventually became Emperor of the French.
12:15:48 rule-engine      | Old man: he lead revolution and then was emperor that doesnt make sense
12:15:48 rule-engine      | Rock:
12:15:48 rule-engine      | [2022-11-10 12:15:48.165] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-gpt3-adapter-input>: {"id":"mHYavu9b","timestamp":"2022-11-10T12:15:48.164876Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"Complete","to":"gpt3_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","prompt":"You are an all-knowing rock talking to an old man. Answer the old man's questions in a deep and profound way.\nOld man: How old was Napoleon when he died?\n\nRock: Napoleon died at the age of 51.\n\nOld man: Where did he died?\n\nRock: Napoleon died in exile on the island of St. Helena.\n\nOld man: Why is he famous\n\nRock: Napoleon was one of the most famous and influential military leaders in history. He was responsible for many key victories during the French Revolution and Napoleonic Wars, and he eventually became Emperor of the French.\n\nOld man: he lead revolution and then was emperor that doesnt make sense\nRock:","model":"text-davinci-001","maxTokens":64,"temperature":0.91,"topP":1.0,"n":1,"logprobs":null,"echo":false,"stop":["Rock:","Old man:"],"presencePenalty":0.6,"frequencyPenalty":0.0,"bestOf":1,"logitBias":null,"suffix":null}
12:15:48 rule-engine      | [2022-11-10 12:15:48.165] [DEBUG]: Rule fired: Handle message
12:15:48 rule-engine      | [2022-11-10 12:15:48.176] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"m5YM2VVy","timestamp":"2022-11-10T12:15:48.169309Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:15:48.175692Z"}
12:15:48 gpt3-adapter     | [2022-11-10 12:15:48.175] [DEBUG]: Received message: b'{"id":"mHYavu9b","timestamp":"2022-11-10T12:15:48.164876Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"Complete","to":"gpt3_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","prompt":"You are an all-knowing rock talking to an old man. Answer the old man\'s questions in a deep and profound way.\\nOld man: How old was Napoleon when he died?\\n\\nRock: Napoleon died at the age of 51.\\n\\nOld man: Where did he died?\\n\\nRock: Napoleon died in exile on the island of St. Helena.\\n\\nOld man: Why is he famous\\n\\nRock: Napoleon was one of the most famous and influential military leaders in history. He was responsible for many key victories during the French Revolution and Napoleonic Wars, and he eventually became Emperor of the French.\\n\\nOld man: he lead revolution and then was emperor that doesnt make sense\\nRock:","model":"text-davinci-001","maxTokens":64,"temperature":0.91,"topP":1.0,"n":1,"logprobs":null,"echo":false,"stop":["Rock:","Old man:"],"presencePenalty":0.6,"frequencyPenalty":0.0,"bestOf":1,"logitBias":null,"suffix":null}'
12:15:48 rule-engine      | [2022-11-10 12:15:48.176] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:15:48 rule-engine      | [2022-11-10 12:15:48.184] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"aIsDurHN","timestamp":"2022-11-10T12:15:48.183761Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Old man: How old was Napoleon when he died?\n","Rock: Napoleon died at the age of 51.\n","Old man: Where did he died?\n","Rock: Napoleon died in exile on the island of St. Helena.\n","Old man: Why is he famous\n","Rock: Napoleon was one of the most famous and influential military leaders in history. He was responsible for many key victories during the French Revolution and Napoleonic Wars, and he eventually became Emperor of the French.\n","Old man: he lead revolution and then was emperor that doesnt make sense\n"],"lastInteractionTime":"2022-11-10T12:15:48.162842Z","pinged":false,"personality":"wiseRock","max_MEMORY":6}}
12:15:48 heartbeat        | [2022-11-10 12:15:48.191] [DEBUG]: Received message: b'{"id":"aIsDurHN","timestamp":"2022-11-10T12:15:48.183761Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Old man: How old was Napoleon when he died?\\n","Rock: Napoleon died at the age of 51.\\n","Old man: Where did he died?\\n","Rock: Napoleon died in exile on the island of St. Helena.\\n","Old man: Why is he famous\\n","Rock: Napoleon was one of the most famous and influential military leaders in history. He was responsible for many key victories during the French Revolution and Napoleonic Wars, and he eventually became Emperor of the French.\\n","Old man: he lead revolution and then was emperor that doesnt make sense\\n"],"lastInteractionTime":"2022-11-10T12:15:48.162842Z","pinged":false,"personality":"wiseRock","max_MEMORY":6}}'
12:15:49 gpt3-adapter     | [2022-11-10 12:15:49.226] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agents-input>: b'{"id": "cmpl-6B0lA1GVJzeXqf4c8HTpdlGFLfjTF", "timestamp": "2022-11-10T12:15:49.225960Z", "signalType": "REPLY", "from": "gpt3_adapter", "messageType": "GPT3Completion", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-gpt3-adapter-input", "replyTo": {"id": "mHYavu9b", "timestamp": "2022-11-10T12:15:48.164876Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "Complete", "to": "gpt3_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "maxTokens": 64, "frequencyPenalty": 0.0, "prompt": "You are an all-knowing rock talking to an old man. Answer the old man\'s questions in a deep and profound way.\\nOld man: How old was Napoleon when he died?\\n\\nRock: Napoleon died at the age of 51.\\n\\nOld man: Where did he died?\\n\\nRock: Napoleon died in exile on the island of St. Helena.\\n\\nOld man: Why is he famous\\n\\nRock: Napoleon was one of the most famous and influential military leaders in history. He was responsible for many key victories during the French Revolution and Napoleonic Wars, and he eventually became Emperor of the French.\\n\\nOld man: he lead revolution and then was emperor that doesnt make sense\\nRock:", "echo": false, "temperature": 0.91, "stop": ["Rock:", "Old man:"], "presencePenalty": 0.6, "model": "text-davinci-001", "n": 1, "suffix": null, "logprobs": null, "bestOf": 1, "logitBias": null, "topP": 1.0}, "choices": [{"text": "\\n\\nThere is often a lot of complexity and irony in history. Napoleon rose to power through a revolution against the monarchy, but then became an emperor himself. He was a complex figure, and his legacy is still debated to this day.", "index": 0, "logprobs": null, "finish_reason": "stop"}], "model": "text-davinci-001", "object": "text_completion", "created": 1668082548, "usage": {"prompt_tokens": 149, "completion_tokens": 48, "total_tokens": 197}}'
12:15:49 rule-engine      | [2022-11-10 12:15:49.246] [DEBUG]: Received message: '{"id": "cmpl-6B0lA1GVJzeXqf4c8HTpdlGFLfjTF", "timestamp": "2022-11-10T12:15:49.225960Z", "signalType": "REPLY", "from": "gpt3_adapter", "messageType": "GPT3Completion", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-gpt3-adapter-input", "replyTo": {"id": "mHYavu9b", "timestamp": "2022-11-10T12:15:48.164876Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "Complete", "to": "gpt3_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "maxTokens": 64, "frequencyPenalty": 0.0, "prompt": "You are an all-knowing rock talking to an old man. Answer the old man's questions in a deep and profound way.\nOld man: How old was Napoleon when he died?\n\nRock: Napoleon died at the age of 51.\n\nOld man: Where did he died?\n\nRock: Napoleon died in exile on the island of St. Helena.\n\nOld man: Why is he famous\n\nRock: Napoleon was one of the most famous and influential military leaders in history. He was responsible for many key victories during the French Revolution and Napoleonic Wars, and he eventually became Emperor of the French.\n\nOld man: he lead revolution and then was emperor that doesnt make sense\nRock:", "echo": false, "temperature": 0.91, "stop": ["Rock:", "Old man:"], "presencePenalty": 0.6, "model": "text-davinci-001", "n": 1, "suffix": null, "logprobs": null, "bestOf": 1, "logitBias": null, "topP": 1.0}, "choices": [{"text": "\n\nThere is often a lot of complexity and irony in history. Napoleon rose to power through a revolution against the monarchy, but then became an emperor himself. He was a complex figure, and his legacy is still debated to this day.", "index": 0, "logprobs": null, "finish_reason": "stop"}], "model": "text-davinci-001", "object": "text_completion", "created": 1668082548, "usage": {"prompt_tokens": 149, "completion_tokens": 48, "total_tokens": 197}}
12:15:49 rule-engine      | [2022-11-10 12:15:49.253] [DEBUG]: Evaluating agent yYlKULq0
